suhu,lux,debu,label
27.66950766427224,380.34386865809233,25.877341042126396,normal
28.71528135601243,317.2962226688924,21.073180233093062,normal
28.07957155230259,346.7626765938638,47.48940332509919,normal
28.24159906072629,298.1819957794926,36.85831845038493,normal
27.100940276504613,288.64162635558984,32.008807548931436,normal
28.749157293134967,263.6760642754497,31.82222897469863,normal
40.28950746727779,13.473605181936799,195.73810232588528,anomaly
28.272854708790607,344.2523815014028,46.15471103532081,normal
29.51803557273032,369.1237553360381,22.75770637262616,normal
40.39300994072518,41.70999805739747,129.05102159669272,anomaly
38.802204430093404,18.696311991415993,164.84177106868952,anomaly
29.953640285118997,359.01738287430646,29.687566871447228,normal
28.145183711244485,396.7208105963894,39.22802630065192,normal
28.910142675010874,259.51397801252375,28.45758316330267,normal
27.836533307254545,353.62708931454586,39.422463627173016,normal
29.754894226015587,367.6686327315075,27.0744743933158,normal
27.484938210941124,252.09936684065426,33.99793095345288,normal
39.495053551966365,49.80470427633688,132.10655902439095,anomaly
27.8126353423497,253.83433589639927,38.46681491513222,normal
29.63890809057847,355.1544689706751,33.743678057304656,normal
27.161505319606764,352.9376665417766,24.46722888419797,normal
29.41152959421,383.1700057578179,40.94994821507888,normal
28.397490741254103,344.39835517061573,27.997063934026713,normal
41.00114095434107,89.76034622701157,194.78091688201405,anomaly
29.80229318366738,396.29100172277253,45.375087573938416,normal
28.21625436317595,353.4782057946246,20.786721381007386,normal
28.64095229812865,262.25587219946414,49.34435894847006,normal
29.64111222258949,318.3515399217504,36.239758771719636,normal
40.11700983133703,15.260211105732491,170.25557163733038,anomaly
28.066593385148714,349.75145563724095,39.588186025470726,normal
43.161636134215996,46.99292915973244,155.83327167083053,anomaly
29.35622724482134,389.09214375925086,38.64750677799367,normal
29.887082624301758,362.13679962304656,23.40280806903826,normal
27.00000170140631,287.0148245754909,28.788599787353284,normal
29.415934347533852,391.51190954078896,34.08295555240136,normal
28.729497116404275,337.956907768636,38.632036058375704,normal
28.589610651525618,367.31072431397905,31.693200578231945,normal
29.30451527422397,397.03242363473987,42.60856103962051,normal
28.569295874456593,383.5001505980916,32.0116615769077,normal
28.825949278745288,311.25023101786024,35.92453683550821,normal
28.67455153949314,326.57556021237133,23.030064668283643,normal
29.52218808201087,379.822467526422,42.150113815562705,normal
29.625773894969058,313.5929771461888,30.80208192920111,normal
27.909267071544512,361.63870166172205,28.624351329322316,normal
28.11390606524872,374.7347108640893,47.759237760767476,normal
28.50524526776611,369.1945306095039,28.50850144309439,normal
27.830757782027256,393.41411634067697,25.146012570671452,normal
27.81828992409708,343.76307494421553,46.76963410473221,normal
42.3322798262168,48.73612618098731,146.52199853187997,anomaly
27.3496128625145,396.5380960887102,26.023364544682224,normal
29.685461160569197,295.2573027206655,29.858241911436238,normal
28.831688147067638,388.411592837551,46.83167727933767,normal
40.05701429517722,10.679208154055807,192.86646888577943,anomaly
43.09228282563258,89.99561527766761,152.65947818317085,anomaly
27.789732285474102,398.458770986632,25.917213538031245,normal
29.829891897952145,272.8586186307675,20.151744129174432,normal
43.677204089037254,61.70110198065751,165.6328285600723,anomaly
29.61112493281495,285.2584168719849,33.22208440477759,normal
29.149876619352664,269.5795912504188,40.16635517297964,normal
41.32405445598568,27.894933884043827,188.91738207532552,anomaly
27.970051763145477,325.60441559149746,47.36042150787722,normal
28.529039170248478,352.9864623962779,26.41385803124612,normal
28.176420824027247,365.4444161148285,33.153578132480035,normal
28.164837028178006,345.2412278863751,24.61083151581626,normal
27.881444903681704,276.6394590986561,44.37378445599161,normal
28.935478899142563,316.46243591917295,38.32354378118952,normal
28.770040219505375,387.73704699942755,29.904229939812826,normal
27.126239150359364,340.1506190537912,26.21811668073405,normal
28.563862926820107,342.56323093311175,23.365464113326308,normal
29.876974193280034,289.4913992920884,43.357914572663596,normal
27.53455775294596,251.69986500411912,35.34333028888916,normal
40.50910564080465,28.548545027460047,182.07580111660883,anomaly
28.11281592824876,301.080958866905,21.628146896611074,normal
28.516420398716612,317.976989862137,47.840323071469946,normal
29.791466645457028,318.01817796104325,41.24363902188035,normal
29.85029252092437,297.1014165583655,45.49811373577457,normal
42.62291667929134,31.532164448540378,170.4650818496214,anomaly
27.97403830413959,346.2666987458955,39.43167634988856,normal
27.045412837285756,293.0002531134207,35.36539258274892,normal
27.330993855576395,306.15096886592397,25.87334578427621,normal
28.207476628171598,368.5602376779048,24.34935293952395,normal
29.66612427835421,251.42678840773664,24.128885380999662,normal
39.354530515909474,85.48091673947089,195.68771657233765,anomaly
29.8926580388927,320.87982033666447,49.721108330022204,normal
29.340519858511907,328.5519132656192,43.914777478985926,normal
44.64556847473679,32.285836914043465,179.0291778919931,anomaly
29.366895748460152,335.4267578869965,36.615525228118656,normal
29.145070681161126,386.81968750918713,36.69243452958852,normal
28.408403879564542,360.5948825860451,25.871125886504313,normal
28.42850144001707,296.38492666489645,34.979045334515625,normal
27.88452780960377,253.39696170007886,47.663508320321455,normal
29.320111499611457,303.09909403042866,20.179574589855598,normal
29.583988287850758,373.39267629037386,41.43634848383893,normal
29.3384775241767,265.4937041520548,24.31253240146993,normal
29.196255598369433,387.2105331382112,37.77888728876549,normal
28.87152683347494,355.9227074210246,40.12759785360058,normal
42.212734338939576,85.53842173808816,147.62832644654605,anomaly
27.88595203168308,305.0483363174394,45.433778938738556,normal
28.81415402377192,362.54963290175,26.775568210832347,normal
29.72561744760963,368.254219302538,22.72781515279968,normal
28.419966276218645,377.4465733091087,27.558879759275072,normal
29.060002451506783,397.16518223556824,32.931054820450655,normal
27.45825038866957,361.2719925107183,48.673909386846304,normal
44.290405317632164,90.03953257801568,180.65437460845533,anomaly
28.916453249136094,300.6436538039207,46.50056204057791,normal
39.50236440131461,14.251294400188353,184.91250720188293,anomaly
29.834315192113266,267.333906072539,32.31437511199231,normal
27.82331703795305,365.3180176662645,44.848432978517096,normal
29.194107093599555,329.2204824411432,48.86394631972989,normal
28.18260643215923,363.44828817546284,43.984687730752185,normal
27.349866029668494,381.00766409133473,46.25801793949246,normal
27.135373670450644,328.9210296954225,32.8369505152232,normal
29.27656858114248,255.51413701024117,44.811710075933675,normal
28.655963543650646,380.1836923761813,40.03331391596121,normal
29.136600529409765,264.3983203295407,41.22891678953327,normal
29.782987839870316,275.4962296646924,28.64146970874271,normal
29.610785953363596,385.5860583473378,28.78731650650212,normal
27.976777584437034,375.5236309228826,49.18068036161209,normal
28.79612243709754,374.72977221671476,41.210364946723026,normal
38.2552459277966,38.369970891736685,176.3093939252489,anomaly
27.52491313586679,390.7065910516112,48.27627101496691,normal
29.1591282419912,358.69767090056325,32.04551465266255,normal
28.427585468244388,344.90570479008954,38.39433158992243,normal
27.60799411760064,308.8246346249877,35.421005893353836,normal
38.258515748945456,6.063409667327524,183.1362653877661,anomaly
27.698181849652375,251.79159380583806,28.72755043968344,normal
29.42934571020716,374.7843747254218,43.47259805450373,normal
29.3929745490027,389.8476929839396,47.163497434854065,normal
28.14067734125172,385.2366225493445,30.656642345778607,normal
28.702349955518873,279.74045587750913,44.56749353029878,normal
29.694103941613676,269.77067498290955,48.17212487014305,normal
27.52235400390249,261.46738633448007,30.826357415817576,normal
28.880818100551707,387.3174710218749,48.77883858238381,normal
29.835486852293762,398.4633627613882,39.48531626751593,normal
29.690445605996423,304.568574390085,33.20910770242406,normal
27.2287359364398,399.65136762888454,28.03283258951431,normal
27.81737296275659,352.04635869499486,24.539620181558547,normal
28.783328332512518,288.73120210268735,47.37785141440263,normal
27.317352709162286,314.62848258336055,29.3367929188632,normal
29.72018279353814,392.8289468229861,30.448974704610485,normal
28.711229849529197,377.98933523366804,33.61606032230355,normal
28.51707476270697,322.5658372374957,46.09978704306239,normal
29.552471146052774,335.01363745899624,20.938726823667572,normal
28.42897506253275,286.02427952266777,33.92717628377267,normal
29.183074595849394,337.65317757571546,48.644300197321115,normal
28.345304391398194,367.03319494448476,49.866831311434204,normal
40.324658417044176,10.238738646496037,188.33476134168745,anomaly
29.376312355723734,263.6439082489362,28.7166313139185,normal
41.618631119167965,14.560699264208099,160.4909677091162,anomaly
28.16468220771503,362.89839214911024,20.13160554813,normal
39.68200507004186,4.2502999576328975,169.40848598935017,anomaly
27.85251068754858,360.3861945901994,41.50100545611616,normal
42.418901262322876,15.658250261074869,151.64357718844104,anomaly
29.47675813375196,312.02851779713006,33.02542719292715,normal
29.912566069308482,329.0269755340646,48.637395267767445,normal
29.464249854823002,328.87831840133504,48.78818124324311,normal
29.174793167881866,339.25888320796525,47.25431554670318,normal
43.0068298318323,36.8201347252757,132.25382062087735,anomaly
29.148867031571807,296.57921206923425,27.29170641361722,normal
28.05608083837629,385.7770081693392,31.66301753805255,normal
28.009504569664575,323.0753231434936,25.092722684823535,normal
27.85468608836953,273.54463641979225,21.74090519222636,normal
28.976666911811616,314.51474113334524,26.721402405232297,normal
29.758673803396185,301.0852860033627,23.086835897949307,normal
29.70049551032897,279.82675801199446,31.967094020340515,normal
29.102289854179496,312.85963662615376,23.622577784271144,normal
28.00229161990153,298.7435545757189,20.989468779963598,normal
27.2292106728632,386.8907898632819,27.035683911177355,normal
27.232930236892454,388.47178107126103,41.30110700829819,normal
27.12072597534707,359.35633486093485,26.359722525316762,normal
29.368538031002032,362.7014091816461,47.055035449953486,normal
29.10797687312217,286.97791321483993,24.879858758727753,normal
27.349016808328415,285.13912067041883,34.49339382855318,normal
27.21865604487796,280.0992001592585,34.07406798325881,normal
40.88497062768651,83.84008154283904,140.33579640890878,anomaly
27.714725102153654,392.50460276901777,40.96623678387628,normal
29.458884156574143,253.0677380754298,44.62625802458974,normal
29.252730043541153,368.500913771035,33.61219883891138,normal
28.35052195761884,251.57641563660312,46.394338329142705,normal
28.48885293802068,313.21552448076386,48.64645164945567,normal
28.135641003287848,268.04771867552734,40.17344680593896,normal
40.75666506858643,33.524543938302145,164.63733281755444,anomaly
40.16950830388905,11.005866854716583,171.2085304081127,anomaly
28.180280659519692,375.269067456263,27.617655320746405,normal
28.492206497449434,366.7145317508661,32.27268684110945,normal
28.67477978058786,396.9974865763,49.305083834130144,normal
27.078702346635584,366.21921041618737,33.634377541226606,normal
28.963757101590645,366.98702695705816,31.563348748060466,normal
27.569175574056974,304.1841407089901,38.66287184233996,normal
29.777530069196427,369.5558545329786,38.51354385343167,normal
29.205168191069756,266.9855674213812,32.59005884058385,normal
28.881936464949725,347.3990331449163,22.712782921768138,normal
29.481682248763693,297.2915281321109,47.66557633089749,normal
28.98257545964602,333.69973675332915,46.62170007035644,normal
27.189422860825022,267.6108102774536,31.764516611820056,normal
27.034101944692274,319.43603650567945,37.97266060387331,normal
28.215516180665098,334.8697664268377,26.44322534226514,normal
29.40125091068141,336.6551527333326,37.62691048674613,normal
27.24509007419787,297.0831886880195,33.62368383412837,normal
29.119119409685613,281.6387663246474,26.445787497204353,normal
40.98266661247547,75.75398068480033,161.87595783092755,anomaly
28.83007790008251,336.19517068207466,41.937839451259734,normal
29.38008969427417,397.37327910322506,40.64628206205384,normal
40.62902381365434,6.446021472953001,158.88852041751005,anomaly
28.736656320506114,266.1923620009048,30.64133054107627,normal
29.52285094381525,251.66026710855039,33.90792023274445,normal
29.285646079979557,364.32568360932254,44.782255855621514,normal
29.36692236328132,370.26453867868344,32.26562963945163,normal
28.481367517365108,355.19904937740193,32.161631317359536,normal
27.384300539982895,304.57499563827355,39.49254122755449,normal
27.769515031688858,301.0978348783107,41.54179673481917,normal
41.10310387835929,36.03921592368333,141.96159055988818,anomaly
29.437896378597625,353.08819576426146,33.54619302009694,normal
29.717127933600565,310.47979652676645,32.34155409529073,normal
38.779562612536694,40.35275918028528,147.13514797031587,anomaly
28.056097020277345,323.483081625529,37.872099925806,normal
29.119717169283906,332.9485571170403,20.452789778828933,normal
41.45107776384944,25.781267587850277,179.5945720830655,anomaly
29.861780280763625,299.0927622093242,29.305500955176676,normal
28.437415160742507,261.65239555569,47.4803617828199,normal
27.81976286734098,339.94064680606886,35.02761426341931,normal
29.44796210225276,322.9174610977941,24.128358371501704,normal
44.91145200190346,26.042743751808274,137.61920049494233,anomaly
28.74742924323517,258.2107176982755,39.95257684022404,normal
28.653705492067957,398.8906561078535,35.72150172278806,normal
27.82362523707055,279.6723513909214,29.609622443369553,normal
28.48940693129628,276.4834505176314,21.927202230720813,normal
40.40820708028423,14.67057677037893,128.7791024736533,anomaly
28.94084782960672,344.50782056986884,46.523332399572276,normal
28.748316797953564,369.18763277173707,22.05812685063968,normal
27.130290889165575,382.7206355090128,29.436920507500883,normal
29.075383178305206,339.0687844128405,23.817387091296457,normal
28.371531436757564,352.66662639004517,26.036803613242668,normal
27.82807400367679,293.12623809754825,28.274302755778436,normal
27.63069023431361,276.4526425978109,40.57680767690884,normal
29.56978208402052,307.5158566621475,38.02244028599148,normal
28.818471222903778,363.90881442920795,23.15014115371385,normal
29.852002918787736,287.1859041190643,29.165944350431232,normal
28.653353552407538,326.39467367670625,40.96619772562747,normal
28.869655980375317,252.66832840814715,21.978134258609632,normal
29.560202732089135,299.007633104508,36.15390767872689,normal
27.757935033279296,393.62297608087135,40.37121348813299,normal
29.800119383707788,302.80316334262534,28.377830400430696,normal
28.34905928993093,266.49033579403397,39.38035930770081,normal
29.321970378773187,376.5453300962547,37.70909643443645,normal
40.76240851716122,23.94027180547478,146.27476791646552,anomaly
43.19492619170428,17.05627386042634,176.74880387159754,anomaly
29.338979432376078,387.3661423306726,34.8230913800565,normal
44.149742263242246,84.92511229408646,169.40672054960828,anomaly
29.028878280185843,273.9667957304804,31.160361644376607,normal
27.501705898608503,269.5204187016753,46.21645580264531,normal
28.298954717097057,256.6186744640245,21.271206611845486,normal
40.64963761565812,87.16888225068824,177.0305751777761,anomaly
28.170739897384664,272.5520870269513,27.144842847794145,normal
28.522590815213935,284.6615741895839,33.406177402348106,normal
27.73059261299786,394.84365012355465,22.283272568670537,normal
28.663810813273834,384.4175494069708,41.142862744300615,normal
29.299246183157642,269.642541464464,35.55674206221321,normal
28.60613025522211,309.98893832128783,30.51714852699324,normal
29.926377981041007,316.3401176360601,48.12688505213232,normal
28.118824504117466,267.25716307930566,49.082836746051875,normal
27.546174913750285,368.6844226710797,42.9171009972348,normal
43.04029965602894,38.241404733376605,198.99378951265084,anomaly
27.474837482577822,364.36284317334446,45.07192451414449,normal
29.089511887705513,344.93561874067996,44.73738403590632,normal
28.471988032872556,296.52543791054944,24.32897686881568,normal
43.7395997380074,88.31013555959561,153.9184362165439,anomaly
39.74221096596074,33.16989929008991,163.2392964489915,anomaly
28.000883749154912,265.49414705945435,33.147336707266255,normal
27.719480118135813,371.3884723840857,26.38053891685166,normal
29.484610487670878,399.6207129065981,45.237963864627865,normal
42.8364382000625,34.68683781694737,193.65790178645906,anomaly
29.633067778330773,279.45241155697624,36.625536351503,normal
29.852206468130813,371.28358342955846,37.586657447410694,normal
28.915259085504463,391.71486128158176,24.543526473462435,normal
29.16706227076163,345.2306928793584,21.589880263312992,normal
28.42670504637873,286.61475291917924,32.083436084351966,normal
29.8695955950857,318.2908778280276,31.30637963581959,normal
28.862118768474495,390.151832890003,22.359601691705304,normal
29.898913271228253,355.88271680633875,25.15593933473142,normal
27.610986294962146,295.49424481750316,44.42817309077647,normal
28.84490481918568,262.87228171426193,20.635417701005434,normal
27.444739765832296,309.1394630155744,36.181468740927016,normal
29.59303581523548,289.51245287711197,25.823663975993476,normal
28.463428361125384,304.8256749985663,44.184670656683046,normal
27.318627086301195,259.9016377899778,43.90776709461447,normal
27.693180677754665,396.8615825400533,21.935343776681012,normal
29.99894822841637,304.256272960805,37.73698063020308,normal
43.70602852089824,85.39853101483173,159.9255061087416,anomaly
42.35179121673548,66.03183138544526,199.29982879177987,anomaly
43.881758622066116,81.68292830046427,193.26547858055233,anomaly
27.802495089420784,291.66367846213717,48.95542105470395,normal
27.923820879287987,350.118048594162,25.97364964874509,normal
29.556614944268183,320.62202182862126,44.910534562854124,normal
29.79091280237057,329.7603355630791,35.3484056217908,normal
29.314765359360656,294.6287095714202,46.49503544209019,normal
27.29593240269362,264.2164424798405,30.81104446880025,normal
27.35503745485461,368.05555953825404,29.818259318137983,normal
27.33144108642928,276.9830645243584,39.72495503896966,normal
29.220181968733474,315.43530711970357,42.926945893840866,normal
28.760992942754584,288.4044806645488,28.86932028104254,normal
28.275242881423864,325.04969490944734,49.07720797093967,normal
29.594220216576286,316.7623505074232,44.47498168872548,normal
29.62641100942926,258.50095230243403,45.32049783555303,normal
29.45923503399799,339.0435631913461,42.83856939386645,normal
44.410570396042225,52.9180160971815,135.98752500992035,anomaly
28.926464680865777,264.10979781150996,49.7999627501363,normal
42.747981119862,49.87024637829593,146.36436384051396,anomaly
29.92742481557174,329.33093023342946,42.443499617170474,normal
43.608041751816074,24.14765830127189,128.2051964236713,anomaly
28.905661887603156,386.1409778591186,42.333995267586324,normal
29.321093306958225,306.4137343092097,41.36568335277487,normal
27.057972636389238,317.46019223099705,42.32144007867215,normal
27.64603580901492,386.865506977516,34.6458080952713,normal
28.428997897622754,344.7967223171059,45.83004933371322,normal
44.421642121573704,50.626492045713924,164.34107771361357,anomaly
29.314475944750193,342.05627134997826,25.662466668061356,normal
27.499041708368786,300.67109275532874,38.44077909712034,normal
29.458156785409415,393.07820056736296,45.34440874157009,normal
27.354480422866864,291.7644435849559,45.98357371528748,normal
29.37042492203164,323.24279684998515,49.41377193535771,normal
27.59620220551962,298.0260869346226,43.20689226459427,normal
27.71425742496051,392.66758436145244,42.56844116843287,normal
27.349758968042977,393.48595171870494,22.283271868479915,normal
28.58915824032143,360.74281371624886,47.02762290951249,normal
29.435502421619603,255.86776400825437,47.032763561640536,normal
27.36741313136987,393.1485111913304,26.20849461212366,normal
43.367092890856874,43.30650438009944,199.44279860684236,anomaly
28.74339267146174,344.53972264429956,37.44764766372134,normal
28.342652826004347,269.0730212536052,27.435304209739098,normal
28.051364897141145,277.84482891041637,27.971008399183205,normal
27.936851055458202,394.3929315024684,44.37607749333276,normal
43.1707858349145,75.40902500363208,148.2664352608028,anomaly
28.56326980034909,269.259714185952,21.033185868695952,normal
38.5273104443442,11.555061360755037,121.74380484030594,anomaly
